Month-Year,Rail Station Name,NLC,Month Name (Travel Date),Calendar Year (Travel Date),Count of Taps
2018-06,Earls Court,562,June,2018,1587329
2018-06,Royal Oak,690,June,2018,199082
2018-06,Kenton,620,June,2018,161151
2018-06,Chalk Farm,540,June,2018,491612
2018-06,Whitechapel,763,June,2018,1066460
2018-06,Leicester Square,631,June,2018,2755626
2018-06,Chalfont & Latimer,539,June,2018,96400
2018-06,Ruislip,691,June,2018,167523
2018-06,Tottenham Court Road,728,June,2018,3113196
2018-06,Canons Park,537,June,2018,253999
2018-06,Kew Gardens,621,June,2018,402222
2018-06,Tower Hill,731,June,2018,1923299
2018-06,Southfields,705,June,2018,483535
2018-06,Willesden Green,765,June,2018,689218
2018-06,Ruislip Gardens,692,June,2018,86724
2018-06,Canning Town,884,June,2018,1214665
2018-06,Ruislip Manor,693,June,2018,157814
2018-06,Canary Wharf LU (E1),852,June,2018,3346116
2018-06,Latimer Road,630,June,2018,194237
2018-06,Kilburn,622,June,2018,668180
2018-06,Canada Water,788,June,2018,1083157
2018-06,Russell Square,694,June,2018,923673
2018-06,Wimbledon Park,768,June,2018,183484
2018-06,Camden Town,535,June,2018,1493609
2018-06,South Woodford,712,June,2018,441105
2018-06,Seven Sisters,698,June,2018,1491349
2018-06,Cannon Street  LU,536,June,2018,615631
2018-06,Chancery Lane,541,June,2018,1296988
2018-06,East Finchley,565,June,2018,566231
2018-06,East Acton,563,June,2018,322547
2018-06,Upton Park,739,June,2018,827921
2018-06,Hainault,592,June,2018,313144
2018-06,Sudbury Hill,720,June,2018,154418
2018-06,North Greenwich,789,June,2018,2040590
2018-06,Gunnersbury,591,June,2018,433459
2018-06,Warren Street,745,June,2018,1515012
2018-06,Marylebone LU,641,June,2018,1068786
2018-06,Greenford,589,June,2018,354028
2018-06,North Harrow,656,June,2018,159643
2018-06,Hillingdon,606,June,2018,149143
2018-06,Green Park,590,June,2018,3154667
2018-06,Marble Arch,640,June,2018,1062693
2018-06,North Wembley,659,June,2018,137439
2018-06,Great Portland Street,588,June,2018,640224
2018-06,Warwick Avenue,746,June,2018,343627
2018-06,Theydon Bois,725,June,2018,74315
2018-06,Grange Hill,587,June,2018,52878
2018-06,Stratford,719,June,2018,5195387
2018-06,Northfields,655,June,2018,315020
2018-06,Holborn,607,June,2018,2345746
2018-06,Goodge Street,586,June,2018,542146
2018-06,Northolt,657,June,2018,411517
2018-06,Blackhorse Road,522,June,2018,751590
2018-06,Goldhawk Road,585,June,2018,156641
2018-06,Waterloo LU (Bloo/Nthn/W&C),747,June,2018,3142239
2018-06,Upney,738,June,2018,216611
2018-06,Golders Green,584,June,2018,669757
2018-06,North Ealing,654,June,2018,66499
2018-06,Hammersmith C&H,773,June,2018,808154
2018-06,Highgate,604,June,2018,458276
2018-06,Wanstead,743,June,2018,228487
2018-06,Uxbridge,740,June,2018,602142
2018-06,Moor Park,646,June,2018,75717
2018-06,Heathrow Terminals 123 LU,780,June,2018,729019
2018-06,High Barnet,602,June,2018,341266
2018-06,Temple,724,June,2018,611638
2018-06,Heathrow Terminal 5 LU,783,June,2018,380209
2018-06,Vauxhall LU,777,June,2018,2560803
2018-06,Moorgate,645,June,2018,1896034
2018-06,Heathrow Terminal 4 LU,781,June,2018,203752
2018-06,Swiss Cottage,723,June,2018,605660
2018-06,Morden,647,June,2018,848955
2018-06,Hatton Cross,779,June,2018,268497
2018-06,High Street Kensington,605,June,2018,974221
2018-06,Northwick Park,660,June,2018,322946
2018-06,Mornington Crescent,648,June,2018,554123
2018-06,Victoria LU,741,June,2018,4646600
2018-06,Harrow & Wealdstone,597,June,2018,406486
2018-06,Neasden,649,June,2018,296329
2018-06,Mile End,642,June,2018,1143187
2018-06,Highbury & Islington,603,June,2018,1482355
2018-06,Harlesden,596,June,2018,254340
2018-06,Walthamstow Central,742,June,2018,699160
2018-06,Newbury Park,650,June,2018,417651
2018-06,Hanger Lane,595,June,2018,297424
2018-06,Sudbury Town,721,June,2018,148751
2018-06,Hampstead,594,June,2018,397630
2018-06,North Acton,653,June,2018,498308
2018-06,Hammersmith D&P,593,June,2018,2295715
2018-06,Harrow-on-the-Hill,598,June,2018,876315
2018-06,West Hampstead LU,758,June,2018,881623
2018-06,South Kenton,709,June,2018,58567
2018-06,Stonebridge Park,717,June,2018,201593
2018-06,Oxford Circus,669,June,2018,6197786
2018-06,Elm Park,571,June,2018,251307
2018-06,Maida Vale,637,June,2018,262116
2018-06,Stanmore,714,June,2018,343840
2018-06,Elephant & Castle,570,June,2018,1560828
2018-06,West Brompton,755,June,2018,417805
2018-06,Paddington LU,670,June,2018,4000860
2018-06,Edgware Road C&H,569,June,2018,554189
2018-06,Park Royal,671,June,2018,163683
2018-06,Edgware Road B,774,June,2018,375090
2018-06,Hounslow East,612,June,2018,337949
2018-06,Parsons Green,672,June,2018,533757
2018-06,Edgware,568,June,2018,418823
2018-06,West Finchley,756,June,2018,135257
2018-06,Loughton,636,June,2018,282839
2018-06,Eastcote,564,June,2018,238921
2018-06,Hounslow West,613,June,2018,292153
2018-06,Perivale,673,June,2018,206713
2018-06,East Putney,567,June,2018,489587
2018-06,Stamford Brook,713,June,2018,219394
2018-06,West Ham,757,June,2018,385455
2018-06,East Ham,566,June,2018,1110272
2018-06,Piccadilly Circus,674,June,2018,3081447
2018-06,Turnpike Lane,735,June,2018,857701
2018-06,Mill Hill East,643,June,2018,60353
2018-06,Pimlico,776,June,2018,833297
2018-06,Hyde Park Corner,614,June,2018,506642
2018-06,Hounslow Central,611,June,2018,326107
2018-06,Embankment,542,June,2018,1792641
2018-06,Upminster Bridge,737,June,2018,79720
2018-06,West Acton,753,June,2018,137015
2018-06,Northwood,661,June,2018,228740
2018-06,Gants Hill,582,June,2018,535445
2018-06,Watford Met,748,June,2018,151213
2018-06,Mansion House,639,June,2018,546851
2018-06,Fulham Broadway,581,June,2018,716710
2018-06,Northwood Hills,662,June,2018,161356
2018-06,Finsbury Park LU,580,June,2018,1833326
2018-06,Notting Hill Gate,663,June,2018,1282202
2018-06,Finchley Road,579,June,2018,762127
2018-06,Holloway Road,609,June,2018,465865
2018-06,Wembley Central,751,June,2018,493876
2018-06,Stockwell,716,June,2018,919800
2018-06,Finchley Central,578,June,2018,377352
2018-06,Gloucester Road,583,June,2018,1156227
2018-06,Oakwood,664,June,2018,229483
2018-06,Farringdon,577,June,2018,1837280
2018-06,Tooting Bec,726,June,2018,637457
2018-06,Old Street,665,June,2018,2081013
2018-06,Fairlop,576,June,2018,101897
2018-06,Wembley Park,752,June,2018,1751614
2018-06,Ladbroke Grove,627,June,2018,445670
2018-06,Stepney Green,715,June,2018,452911
2018-06,Euston Square,575,June,2018,867926
2018-06,Osterley,667,June,2018,173235
2018-06,Hornchurch,610,June,2018,172032
2018-06,Euston LU,574,June,2018,2720997
2018-06,Oval,668,June,2018,632238
2018-06,Epping,572,June,2018,297310
2018-06,Manor House,638,June,2018,693876
2018-06,Holland Park,608,June,2018,318129
2018-06,Lambeth North,628,June,2018,306238
2018-06,Aldgate,502,June,2018,686017
2018-06,Balham LU,512,June,2018,1086947
2018-06,Barking,514,June,2018,1530456
2018-06,Belsize Park,519,June,2018,484572
2018-06,Barkingside,515,June,2018,130630
2018-06,Angel,507,June,2018,1355209
2018-06,Bethnal Green LU,520,June,2018,1215708
2018-06,Acton Town,500,June,2018,501060
2018-06,Barbican,501,June,2018,789570
2018-06,Amersham,506,June,2018,179238
2018-06,Bank,513,June,2018,3396817
2018-06,Becontree,518,June,2018,285880
2018-06,Bayswater,517,June,2018,375140
2018-06,Archway,508,June,2018,700008
2018-06,Bermondsey,787,June,2018,815867
2018-06,Arnos Grove,509,June,2018,376958
2018-06,Baker Street,511,June,2018,2350195
2018-06,Arsenal,510,June,2018,219792
2018-06,Alperton,505,June,2018,244646
2018-06,Barons Court,516,June,2018,645610
2018-06,Blackfriars LU,521,June,2018,954758
2018-06,Aldgate East,503,June,2018,1049754
2018-07,Ladbroke Grove,627,July,2018,441103
2018-07,Osterley,667,July,2018,181692
2018-07,Hatton Cross,779,July,2018,278506
2018-07,East Acton,563,July,2018,320690
2018-07,St Pauls,697,July,2018,1424351
2018-07,Roding Valley,688,July,2018,15679
2018-07,Cockfosters,550,July,2018,187926
2018-07,Lambeth North,628,July,2018,333732
2018-07,Harrow-on-the-Hill,598,July,2018,843480
2018-07,St Johns Wood,696,July,2018,706071
2018-07,Oval,668,July,2018,653395
2018-07,Rickmansworth,687,July,2018,184781
2018-07,Colindale,551,July,2018,604061
2018-07,Stratford,719,July,2018,5230824
2018-07,Barkingside,515,July,2018,129624
2018-07,Knightsbridge,626,July,2018,1552272
2018-07,Heathrow Terminals 123 LU,780,July,2018,771305
2018-07,West Harrow,759,July,2018,81454
2018-07,Heathrow Terminal 4 LU,781,July,2018,213028
2018-07,Wimbledon Park,768,July,2018,191145
2018-07,Earls Court,562,July,2018,1659508
2018-07,Regents Park,685,July,2018,354767
2018-07,Heathrow Terminal 5 LU,783,July,2018,397624
2018-07,Walthamstow Central,742,July,2018,696991
2018-07,Canary Wharf LU (E1),852,July,2018,3514806
2018-07,Tufnell Park,733,July,2018,308194
2018-07,Brixton LU,778,July,2018,2592440
2018-07,Lancaster Gate,629,July,2018,559791
2018-07,Tower Hill,731,July,2018,2077771
2018-07,Brent Cross,529,July,2018,202690
2018-07,East Ham,566,July,2018,1103459
2018-07,Leyton,632,July,2018,984069
2018-07,Bermondsey,787,July,2018,809060
2018-07,Hammersmith D&P,593,July,2018,2240794
2018-07,Ruislip Gardens,692,July,2018,88104
2018-07,Bow Road,528,July,2018,434354
2018-07,Notting Hill Gate,663,July,2018,1238248
2018-07,Pinner,675,July,2018,231431
2018-07,Leytonstone,633,July,2018,844030
2018-07,Totteridge,730,July,2018,213691
2018-07,Bank,513,July,2018,3341732
2018-07,Ruislip Manor,693,July,2018,151951
2018-07,Hammersmith C&H,773,July,2018,817606
2018-07,Woodford,769,July,2018,468742
2018-07,Warwick Avenue,746,July,2018,336179
2018-07,East Putney,567,July,2018,498408
2018-07,Clapham North,548,July,2018,529982
2018-07,Westminster,761,July,2018,2471930
2018-07,West Hampstead LU,758,July,2018,842411
2018-07,Hampstead,594,July,2018,380429
2018-07,Wanstead,743,July,2018,229330
2018-07,Harrow & Wealdstone,597,July,2018,410879
2018-07,Oxford Circus,669,July,2018,6418106
2018-07,Latimer Road,630,July,2018,189536
2018-07,Royal Oak,690,July,2018,202919
2018-07,East Finchley,565,July,2018,559962
2018-07,Harlesden,596,July,2018,255003
2018-07,Clapham South,549,July,2018,664945
2018-07,Sudbury Hill,720,July,2018,152255
2018-07,Acton Town,500,July,2018,549177
2018-07,Canning Town,884,July,2018,1183771
2018-07,Leicester Square,631,July,2018,2870223
2018-07,Oakwood,664,July,2018,235114
2018-07,Hanger Lane,595,July,2018,301982
2018-07,Ruislip,691,July,2018,167271
2018-07,Bethnal Green LU,520,July,2018,1191069
2018-07,Warren Street,745,July,2018,1543399
2018-07,Old Street,665,July,2018,2086940
2018-07,Redbridge,684,July,2018,240761
2018-07,Kings Cross LU (Tube),625,July,2018,2705216
2018-07,Kingsbury,624,July,2018,399684
2018-07,Hounslow Central,611,July,2018,328793
2018-07,Piccadilly Circus,674,July,2018,3396477
2018-07,Upminster Bridge,737,July,2018,70364
2018-07,Debden,557,July,2018,177800
2018-07,Hornchurch,610,July,2018,170038
2018-07,Putney Bridge,678,July,2018,448862
2018-07,Croxley,554,July,2018,85915
2018-07,Barking,514,July,2018,1491578
2018-07,Kensington Olympia,618,July,2018,240039
2018-07,Kentish Town,619,July,2018,633679
2018-07,Camden Town,535,July,2018,1539304
2018-07,Perivale,673,July,2018,206850
2018-07,Uxbridge,740,July,2018,594257
2018-07,Holland Park,608,July,2018,300834
2018-07,Kenton,620,July,2018,160330
2018-07,Queens Park,680,July,2018,442035
2018-07,Holloway Road,609,July,2018,472121
2018-07,West Kensington,760,July,2018,388180
2018-07,Burnt Oak,532,July,2018,363905
2018-07,Kensal Green,617,July,2018,208849
2018-07,Amersham,506,July,2018,178078
2018-07,Upney,738,July,2018,211355
2018-07,Hyde Park Corner,614,July,2018,675541
2018-07,Caledonian Road,534,July,2018,437677
2018-07,Dagenham East,555,July,2018,229575
2018-07,Wood Green,770,July,2018,986945
2018-07,West Ruislip,762,July,2018,121908
2018-07,Preston Road,677,July,2018,258396
2018-07,Hounslow West,613,July,2018,303565
2018-07,Plaistow,676,July,2018,472234
2018-07,Dagenham Heathway,556,July,2018,476002
2018-07,Kennington,616,July,2018,332462
2018-07,Stockwell,716,July,2018,905261
2018-07,Hounslow East,612,July,2018,338010
2018-07,Stepney Green,715,July,2018,465352
2018-07,Upton Park,739,July,2018,817313
2018-07,Pimlico,776,July,2018,822699
2018-07,Hendon Central,601,July,2018,557635
2018-07,Dollis Hill,558,July,2018,321460
2018-07,Covent Garden,553,July,2018,1366727
2018-07,Belsize Park,519,July,2018,479066
2018-07,Ravenscourt Park,682,July,2018,237260
2018-07,Kilburn Park,623,July,2018,275474
2018-07,Bromley-by-Bow,530,July,2018,242566
2018-07,Paddington LU,670,July,2018,4065134
2018-07,Turnham Green,734,July,2018,491038
2018-07,Westbourne Park,754,July,2018,312656
2018-07,Highbury & Islington,603,July,2018,1443911
2018-07,High Street Kensington,605,July,2018,992638
2018-07,Aldgate East,503,July,2018,1107344
2018-07,Stamford Brook,713,July,2018,215324
2018-07,Liverpool Street LU,634,July,2018,5630158
2018-07,Ealing Common,561,July,2018,260312
2018-07,High Barnet,602,July,2018,342808
2018-07,Wood Lane,599,July,2018,382809
2018-07,Victoria LU,741,July,2018,4707136
2018-07,Rayners Lane,683,July,2018,343651
2018-07,Holborn,607,July,2018,2344072
2018-07,Canada Water,788,July,2018,1088063
2018-07,Arsenal,510,July,2018,235023
2018-07,Buckhurst Hill,531,July,2018,159403
2018-07,Turnpike Lane,735,July,2018,854556
2018-07,Queensbury,679,July,2018,353446
2018-07,Stanmore,714,July,2018,325924
2018-07,Kew Gardens,621,July,2018,425029
2018-07,Parsons Green,672,July,2018,513532
2018-07,Hillingdon,606,July,2018,139680
2018-07,Colliers Wood,552,July,2018,552990
2018-07,Arnos Grove,509,July,2018,379633
2018-07,Queensway,681,July,2018,712050
2018-07,Kilburn,622,July,2018,668377
2018-07,Highgate,604,July,2018,452068
2018-07,Vauxhall LU,777,July,2018,2640194
2018-07,Ealing Broadway,560,July,2018,1406183
2018-07,Barbican,501,July,2018,808373
2018-07,Park Royal,671,July,2018,174747
2018-07,Stonebridge Park,717,July,2018,199056
2018-07,Barons Court,516,July,2018,533472
2018-07,Ickenham,615,July,2018,94709
2018-07,Northolt,657,July,2018,420441
2018-07,Marylebone LU,641,July,2018,1111868
2018-07,Wembley Central,751,July,2018,468233
2018-07,Chesham,543,July,2018,92941
2018-07,Gloucester Road,583,July,2018,1133497
2018-07,Chiswick Park,545,July,2018,183537
2018-07,Snaresbrook,703,July,2018,191818
2018-07,West Acton,753,July,2018,131441
2018-07,South Ruislip,710,July,2018,160015
2018-07,Golders Green,584,July,2018,666174
2018-07,Morden,647,July,2018,854892
2018-07,Marble Arch,640,July,2018,1211466
2018-07,White City,764,July,2018,693725
2018-07,Northfields,655,July,2018,311999
2018-07,Edgware Road B,774,July,2018,370446
2018-07,Southfields,705,July,2018,732647
2018-07,Tottenham Court Road,728,July,2018,3237308
2018-07,Goldhawk Road,585,July,2018,159272
2018-07,Swiss Cottage,723,July,2018,564774
2018-07,Chalk Farm,540,July,2018,498446
2018-07,Fairlop,576,July,2018,100100
2018-07,Sloane Square,702,July,2018,1296333
2018-07,Baker Street,511,July,2018,2413362
2018-07,North Ealing,654,July,2018,64431
2018-07,Mansion House,639,July,2018,586876
2018-07,South Kensington,708,July,2018,2651162
2018-07,Southwark,784,July,2018,1283867
2018-07,Angel,507,July,2018,1333199
2018-07,Canons Park,537,July,2018,242164
2018-07,Goodge Street,586,July,2018,537219
2018-07,Elm Park,571,July,2018,250838
2018-07,Watford Met,748,July,2018,140335
2018-07,Borough,525,July,2018,430455
2018-07,North Wembley,659,July,2018,134283
2018-07,Moor Park,646,July,2018,65131
2018-07,Elephant & Castle,570,July,2018,1531519
2018-07,Becontree,518,July,2018,280676
2018-07,Bond Street,524,July,2018,3086569
2018-07,West Finchley,756,July,2018,132326
2018-07,Balham LU,512,July,2018,1069880
2018-07,Wembley Park,752,July,2018,1282623
2018-07,Finsbury Park LU,580,July,2018,1830633
2018-07,Woodside Park,771,July,2018,196876
2018-07,Finchley Central,578,July,2018,375404
2018-07,Chigwell,544,July,2018,40425
2018-07,North Harrow,656,July,2018,152198
2018-07,Moorgate,645,July,2018,1898763
2018-07,Mill Hill East,643,July,2018,55340
2018-07,South Harrow,707,July,2018,182890
2018-07,Tooting Broadway,727,July,2018,1268989
2018-07,Fulham Broadway,581,July,2018,717819
2018-07,Southgate,706,July,2018,449965
2018-07,Temple,724,July,2018,635310
2018-07,Bayswater,517,July,2018,386874
2018-07,North Greenwich,789,July,2018,2053429
2018-07,Chalfont & Latimer,539,July,2018,92573
2018-07,South Kenton,709,July,2018,58433
2018-07,Mile End,642,July,2018,1094703
2018-07,Edgware Road C&H,569,July,2018,564879
2018-07,South Ealing,704,July,2018,280266
2018-07,Gants Hill,582,July,2018,544612
2018-07,Tooting Bec,726,July,2018,647509
2018-07,Archway,508,July,2018,691255
2018-07,Farringdon,577,July,2018,1923461
2018-07,Aldgate,502,July,2018,704846
2018-07,Finchley Road,579,July,2018,719430
2018-07,West Brompton,755,July,2018,395725
2018-07,Great Portland Street,588,July,2018,641577
2018-07,Northwick Park,660,July,2018,302578
2018-07,Whitechapel,763,July,2018,1076419
2018-07,Chancery Lane,541,July,2018,1274448
2018-07,Newbury Park,650,July,2018,412072
2018-07,Gunnersbury,591,July,2018,462736
2018-07,Embankment,542,July,2018,1922779
2018-07,Maida Vale,637,July,2018,250917
2018-07,North Acton,653,July,2018,482633
2018-07,Bounds Green,527,July,2018,496324
2018-07,Euston LU,574,July,2018,2791146
2018-07,Manor House,638,July,2018,695702
2018-07,Shepherds Bush LU,700,July,2018,1690937
2018-07,Green Park,590,July,2018,3401722
2018-07,Waterloo LU (Bloo/Nthn/W&C),747,July,2018,3225574
2018-07,London Bridge LU,635,July,2018,6051060
2018-07,Tottenham Hale,729,July,2018,1044120
2018-07,Loughton,636,July,2018,281373
2018-07,Northwood,661,July,2018,207255
2018-07,Eastcote,564,July,2018,233938
2018-07,Greenford,589,July,2018,360712
2018-07,St James's Park,695,July,2018,1235923
2018-07,Seven Sisters,698,July,2018,1503494
2018-07,Sudbury Town,721,July,2018,146712
2018-07,Neasden,649,July,2018,287630
2018-07,Clapham Common,547,July,2018,794494
2018-07,Blackhorse Road,522,July,2018,754403
2018-07,Northwood Hills,662,July,2018,152106
2018-07,Epping,572,July,2018,295008
2018-07,Chorleywood,546,July,2018,49088
2018-07,Shepherds Bush Market,775,July,2018,268214
2018-07,Cannon Street  LU,536,July,2018,615814
2018-07,Blackfriars LU,521,July,2018,996032
2018-07,Grange Hill,587,July,2018,53778
2018-07,South Woodford,712,July,2018,437079
2018-07,Mornington Crescent,648,July,2018,569710
2018-07,Willesden Green,765,July,2018,682412
2018-07,Hainault,592,July,2018,312825
2018-07,Edgware,568,July,2018,425549
2018-07,West Ham,757,July,2018,389108
2018-07,South Wimbledon,711,July,2018,393751
2018-07,Theydon Bois,725,July,2018,74760
2018-07,Russell Square,694,July,2018,1013807
2018-07,Alperton,505,July,2018,239810
2018-07,Boston Manor,526,July,2018,177417
2018-07,Euston Square,575,July,2018,863692
2018-08,Kew Gardens,621,August,2018,385445
2018-08,Covent Garden,553,August,2018,1409475
2018-08,Stockwell,716,August,2018,837904
2018-08,Chalk Farm,540,August,2018,423754
2018-08,Chigwell,544,August,2018,36118
2018-08,Barking,514,August,2018,1437121
2018-08,Upney,738,August,2018,198980
2018-08,Moorgate,645,August,2018,1747262
2018-08,Pinner,675,August,2018,222975
2018-08,Newbury Park,650,August,2018,387023
2018-08,Camden Town,535,August,2018,1870393
2018-08,North Greenwich,789,August,2018,1943563
2018-08,Morden,647,August,2018,825381
2018-08,Tooting Bec,726,August,2018,598247
2018-08,Kensington Olympia,618,August,2018,202723
